GEOID,scag_coverage_pct,scag_parcel_count,lac_coverage_pct,lac_parcel_count,coverage_diff
060372126202,20.3,11,14.12,5,6.1800000000000015
060372127011,7.28,31,7.82,38,0.54
060372127021,24.81,37,4.02,9,20.79
060372127022,5.28,15,8.43,23,3.1499999999999995
060372127023,0.4,2,7.28,14,6.88
060372128001,4.22,15,6.3,26,2.08
060372128002,3.58,7,1.93,6,1.6500000000000001
060372128003,3.08,16,3.74,17,0.6600000000000001
060372129001,6.51,7,4.17,7,2.34
060372129002,7.19,17,12.31,21,5.12
060372131001,23.25,45,20.36,34,2.8900000000000006
060372131002,18.96,46,7.97,20,10.990000000000002
060372132011,8.42,15,12.18,16,3.76
060372132012,16.08,20,14.01,17,2.0699999999999985
060372132013,24.66,28,29.56,33,4.899999999999999
060372132021,9.9,16,8.68,14,1.2200000000000006
060372132022,10.28,22,11.48,24,1.200000000000001
060372133101,12.08,23,14.54,24,2.459999999999999
060372133102,10.0,17,12.06,19,2.0600000000000005
060372133201,22.81,30,24.98,25,2.1700000000000017
060372133202,9.49,17,12.22,20,2.7300000000000004
060372134011,3.19,4,11.88,12,8.690000000000001
060372134012,7.93,3,5.29,3,2.6399999999999997
060372134013,17.69,13,23.59,17,5.899999999999999
060372134021,6.57,8,4.42,7,2.1500000000000004
060372134022,22.88,15,27.57,21,4.690000000000001
060372134023,10.06,8,7.69,5,2.37
060372140001,4.35,15,5.52,18,1.17
060372140002,6.35,26,7.78,32,1.4300000000000006
060372140003,4.88,19,4.94,19,0.0600000000000005
060372140004,11.31,37,16.64,50,5.33
060372141001,4.41,12,6.01,14,1.5999999999999996
060372141002,0.14,1,0.0,0,0.14
060372141003,8.71,4,8.07,2,0.6400000000000006
060372141004,6.08,20,7.19,26,1.1100000000000003
060372144001,6.33,11,5.22,9,1.1100000000000003
060372144002,4.63,6,2.86,4,1.77
060372144003,11.79,21,13.8,24,2.0100000000000016
060372145011,0.9,2,0.13,2,0.77
060372145012,22.77,19,93.8,33,71.03
060372145013,16.89,2,0.0,1,16.89
060372145031,48.03,2,0.0,0,48.03
060372145032,11.09,3,0.0,1,11.09
060372145033,31.21,1,0.1,1,31.11
060372145041,0.0,0,0.0,0,0.0
060372145042,4.73,2,0.0,0,4.73
060372145051,15.86,4,8.08,4,7.779999999999999
060372146001,14.21,24,17.04,26,2.8299999999999983
060372146002,11.82,33,14.61,36,2.789999999999999
060372146003,10.15,36,10.67,38,0.5199999999999996
060372147001,18.76,51,15.76,37,3.0000000000000018
060372147002,1.13,3,8.22,12,7.090000000000001
060372147003,0.45,1,8.62,9,8.17
060372148001,30.75,34,30.25,31,0.5
060372148002,14.82,37,17.83,44,3.009999999999998
060372148003,13.67,23,8.4,24,5.27
060372149021,20.14,32,31.31,47,11.169999999999998
060372149022,5.39,13,11.31,14,5.920000000000001
060372149031,4.81,2,0.25,1,4.56
060372149032,0.0,0,8.32,1,8.32
060372149041,7.91,12,8.6,12,0.6899999999999995
060372149042,4.88,3,5.0,4,0.1200000000000001
060372151011,1.99,4,15.86,10,13.87
060372151012,17.08,8,18.08,9,1.0
060372151021,18.3,23,28.57,38,10.27
060372151022,2.9,3,2.68,3,0.21999999999999975
060372151023,16.2,16,18.36,18,2.16
060372161001,0.14,1,0.0,0,0.14
060372161002,0.0,0,0.0,0,0.0
060372161003,3.17,6,3.02,3,0.1499999999999999
060372162011,10.41,28,8.87,26,1.540000000000001
060372162012,20.47,7,6.87,3,13.599999999999998
060372162021,8.48,28,10.43,28,1.9499999999999993
060372162022,1.45,5,0.68,3,0.7699999999999999
060372163011,1.36,10,10.07,32,8.71
060372163021,0.85,5,14.16,14,13.31
060372163022,3.09,13,10.66,30,7.57
060372164011,6.66,17,10.15,24,3.49
060372164012,6.84,12,6.18,14,0.6600000000000001
060372164013,26.43,45,14.49,37,11.94
060372164021,0.0,0,0.0,0,0.0
060372164022,16.34,25,10.74,22,5.6
060372167001,7.07,12,6.78,11,0.29000000000000004
060372167002,9.55,19,9.13,22,0.41999999999999993
060372167003,3.0,15,3.55,16,0.5499999999999998
060372168001,3.87,12,3.61,12,0.26000000000000023
060372168002,0.56,2,0.86,4,0.29999999999999993
060372168003,9.83,18,9.51,15,0.3200000000000003
060372168004,9.45,12,11.61,15,2.16
060372169011,6.51,34,7.26,40,0.75
060372169012,0.21,1,2.01,10,1.7999999999999998
060372169013,6.12,6,7.2,9,1.08
060372169021,0.0,0,0.27,1,0.27
060372169022,7.66,24,8.4,28,0.7400000000000002
060372170011,5.29,20,4.37,16,0.9199999999999999
060372170012,15.08,44,15.86,53,0.7799999999999994
060372170013,4.82,11,6.58,15,1.7599999999999998
060372170021,9.94,30,11.85,39,1.9100000000000001
060372170022,8.39,23,11.44,30,3.049999999999999
060372170023,3.87,24,3.74,25,0.1299999999999999
060372171011,7.57,27,6.98,24,0.5899999999999999
060372171012,8.12,23,7.98,22,0.1399999999999988
060372171021,6.35,20,8.44,24,2.09
060372171022,6.3,13,7.21,19,0.9100000000000001
060372171023,2.56,6,1.77,4,0.79
060372172001,28.3,14,26.65,11,1.6500000000000021
060372172002,34.51,48,34.05,43,0.46000000000000085
060372172003,9.66,25,10.16,28,0.5
060372172004,5.05,6,6.0,8,0.9500000000000002
060372181101,9.26,24,10.06,28,0.8000000000000007
060372181102,7.53,21,5.59,14,1.9400000000000004
060372181201,9.99,24,9.25,23,0.7400000000000002
060372181202,9.83,17,9.9,16,0.07000000000000028
060372181203,10.83,14,10.26,13,0.5700000000000003
060372182101,0.9,2,0.27,1,0.63
060372182102,2.53,9,2.54,11,0.010000000000000231
060372182103,9.7,15,7.01,13,2.6899999999999995
060372182201,1.33,2,1.33,2,0.0
060372182202,0.74,4,0.23,1,0.51
060372182203,5.25,7,4.85,7,0.40000000000000036
060372183001,7.31,20,8.83,23,1.5200000000000005
060372183002,8.56,14,7.39,12,1.1700000000000008
060372183003,5.22,15,6.98,22,1.7600000000000007
060372183004,5.83,25,4.4,22,1.4299999999999997
060372183005,5.19,22,3.85,21,1.3400000000000003
060372184001,2.85,4,3.55,4,0.6999999999999997
060372184002,4.02,7,4.68,8,0.6600000000000001
060372184003,0.3,1,0.0,0,0.3
060372184004,3.64,16,5.2,18,1.56
060372185001,8.24,27,9.54,33,1.299999999999999
060372185002,1.09,4,2.05,8,0.9599999999999997
060372186001,0.0,0,0.0,0,0.0
060372186002,2.3,5,2.6,6,0.30000000000000027
060372186003,7.07,16,4.61,10,2.46
060372187011,15.29,4,17.43,6,2.1400000000000006
060372187012,1.22,3,1.43,3,0.20999999999999996
060372187021,9.52,28,10.09,24,0.5700000000000003
060372187022,8.03,15,2.45,6,5.579999999999999
060372188001,3.63,10,9.77,17,6.14
060372188002,4.82,11,4.97,11,0.14999999999999947
060372189001,0.68,3,0.34,1,0.34
060372189002,0.27,1,0.0,0,0.27
060372189003,0.0,0,0.0,0,0.0
060372190101,5.41,15,5.23,14,0.17999999999999972
060372190102,4.95,18,3.76,13,1.1900000000000004
060372190201,6.0,31,5.69,31,0.3099999999999996
060372190202,4.42,19,3.86,18,0.56
060372190203,4.75,1,3.84,9,0.9100000000000001
060372193001,4.61,16,8.06,16,3.45
060372193002,16.16,27,16.21,28,0.05000000000000071
060372193003,12.13,27,11.98,16,0.15000000000000036
060372195001,9.87,19,11.09,23,1.2200000000000006
060372195002,3.68,5,0.0,0,3.68
060372197001,4.6,24,5.19,26,0.5900000000000007
060372197002,13.34,43,9.56,38,3.7799999999999994
060372197003,6.74,33,7.27,24,0.5299999999999994
060372198001,12.57,16,4.69,5,7.88
060372198002,3.62,6,2.76,5,0.8600000000000003
060372198003,14.86,30,11.85,18,3.01
060372199011,8.37,2,8.09,1,0.27999999999999936
060372199012,8.41,19,2.39,7,6.02
060372199013,9.34,39,7.69,33,1.6499999999999995
060372199021,3.78,16,3.87,13,0.0900000000000003
060372199022,10.84,15,34.54,17,23.7
060372199023,10.72,38,8.55,27,2.17
060372200001,10.24,21,10.06,20,0.17999999999999972
060372200002,9.76,25,10.97,23,1.2100000000000009
060372200003,3.47,7,2.63,7,0.8400000000000003
060372200004,0.45,1,1.98,4,1.53
060372200005,6.1,10,5.63,9,0.46999999999999975
060372201001,0.0,1,5.45,2,5.45
060372201002,7.17,14,5.65,11,1.5199999999999996
060372201003,30.25,15,27.8,16,2.4499999999999993
060372211101,16.37,19,19.26,19,2.8900000000000006
060372211102,12.15,18,13.01,19,0.8599999999999994
060372211201,18.49,21,17.41,21,1.0799999999999983
060372211202,14.66,35,8.42,24,6.24
060372212101,5.17,8,7.04,14,1.87
060372212102,10.69,28,9.23,29,1.459999999999999
060372212201,4.04,15,7.93,23,3.8899999999999997
060372212202,7.98,42,7.16,35,0.8200000000000003
060372213021,8.56,20,5.3,13,3.2600000000000007
060372213022,29.87,47,29.26,40,0.6099999999999994
060372213031,16.57,32,13.57,24,3.0
060372213032,22.7,12,25.45,14,2.75
060372213041,2.55,5,3.31,4,0.7600000000000002
060372213042,6.63,1,0.0,0,6.63
060372214011,0.39,2,0.12,1,0.27
060372214012,3.08,10,7.13,10,4.05
060372214021,5.68,16,6.52,16,0.8399999999999999
060372214022,10.46,32,10.66,28,0.1999999999999993
060372215001,2.44,3,6.29,6,3.85
060372215002,8.94,16,4.36,8,4.579999999999999
060372216011,9.83,27,9.31,22,0.5199999999999996
060372216012,4.12,9,3.22,5,0.8999999999999999
060372216021,4.39,11,10.53,35,6.14
060372216022,6.05,11,10.18,20,4.13
060372217101,4.79,15,6.78,20,1.9900000000000002
060372217102,10.02,15,10.78,13,0.7599999999999998
060372218101,5.51,10,6.67,11,1.1600000000000001
060372218102,20.7,12,19.93,11,0.7699999999999996
060372218201,0.0,0,1.33,1,1.33
060372218202,0.0,0,1.3,3,1.3
060372219001,23.99,6,1.44,4,22.549999999999997
060372219002,10.07,15,11.53,18,1.459999999999999
060372220011,1.96,4,2.47,6,0.5100000000000002
060372220012,5.98,20,6.81,21,0.8299999999999992
060372220021,7.8,16,8.12,19,0.3199999999999994
060372220022,3.11,13,2.55,10,0.56
060372220023,4.03,8,1.15,6,2.8800000000000003
060372220024,3.66,19,3.39,21,0.27
060372221001,8.63,23,4.31,13,4.320000000000001
060372221002,2.75,5,1.52,2,1.23
060372221003,3.58,9,3.66,11,0.08000000000000007
060372222001,7.98,20,7.72,17,0.2600000000000007
060372222002,5.89,21,7.78,26,1.8900000000000006
060372225001,10.9,7,11.79,10,0.8899999999999988
060372225002,3.42,7,2.64,8,0.7799999999999998
060372225003,1.9,5,1.57,3,0.32999999999999985
060372226001,1.34,4,9.76,5,8.42
060372226002,1.7,4,2.34,3,0.6399999999999999
060372226003,5.92,14,3.15,12,2.77
060372227001,2.18,7,5.2,17,3.02
060372240101,13.26,79,26.37,149,13.110000000000001
060372240102,5.7,18,9.9,30,4.2
060372240201,10.55,41,16.89,67,6.34
060372240202,4.59,16,20.05,54,15.46
060372242001,7.55,11,9.92,18,2.37
060372242002,6.91,14,12.79,32,5.879999999999999
060372243101,20.45,15,18.2,12,2.25
060372243102,12.75,19,16.71,21,3.960000000000001
060372243201,11.7,19,12.61,19,0.9100000000000001
060372243202,22.05,24,26.94,23,4.890000000000001
060372244101,1.04,2,5.12,10,4.08
060372244102,9.99,20,11.22,19,1.2300000000000004
060372244201,1.79,1,1.61,3,0.17999999999999994
060372244202,2.89,4,7.85,6,4.959999999999999
060372246001,7.92,7,3.43,11,4.49
060372246002,6.94,31,6.84,34,0.10000000000000053
060372247011,3.63,5,17.54,13,13.91
060372247021,21.42,57,22.36,43,0.9399999999999977
060372260011,12.98,73,12.68,87,0.3000000000000007
060372260021,100.0,796,100.0,1263,0.0
060372260022,16.86,100,18.44,158,1.5800000000000018
060372264101,2.6,6,6.12,14,3.52
060372264102,11.48,11,11.73,18,0.25
060372264201,8.89,13,10.53,14,1.6399999999999988
060372264202,0.96,2,1.42,3,0.45999999999999996
060372264203,12.55,16,11.55,20,1.0
060372267011,13.45,29,5.96,19,7.489999999999999
060372267012,9.85,22,7.23,19,2.619999999999999
060372267021,7.92,20,9.67,25,1.75
060372267022,3.68,8,2.57,12,1.1100000000000003
060372270101,4.06,14,4.54,22,0.4800000000000004
060372270102,2.87,5,3.06,5,0.18999999999999995
060372270103,26.18,28,18.3,21,7.879999999999999
060372270201,6.42,15,6.69,16,0.27000000000000046
060372270202,7.69,21,4.79,25,2.9000000000000004
060372281001,14.99,21,5.39,34,9.600000000000001
060372281002,1.29,5,2.33,7,1.04
060372281003,1.83,8,1.38,6,0.4500000000000002
060372282101,0.93,3,8.14,20,7.210000000000001
060372282102,7.1,21,6.83,19,0.2699999999999996
060372282201,2.26,3,6.04,11,3.7800000000000002
060372282202,3.18,6,3.15,6,0.03000000000000025
060372282203,6.77,13,11.89,20,5.120000000000001
060372283101,9.0,21,12.24,24,3.24
060372283102,11.68,15,7.88,8,3.8
060372283103,7.7,28,8.7,30,0.9999999999999991
060372283201,6.91,8,7.66,10,0.75
060372283202,4.37,22,2.53,14,1.8400000000000003
060372284101,2.7,7,3.05,8,0.34999999999999964
060372284102,8.19,12,3.43,10,4.76
060372284201,11.89,20,6.7,14,5.19
060372284202,6.22,12,5.79,11,0.4299999999999997
060372285001,12.34,26,10.46,22,1.879999999999999
060372285002,5.98,16,4.43,13,1.5500000000000007
060372285003,16.71,29,10.01,16,6.700000000000001
060372286001,9.95,35,10.13,34,0.1800000000000015
060372286002,7.12,29,11.52,42,4.3999999999999995
060372287101,10.05,34,8.88,33,1.17
060372287102,5.34,19,6.19,14,0.8500000000000005
060372287201,5.7,12,2.68,6,3.02
060372287202,3.88,8,3.51,7,0.3700000000000001
060372287203,4.33,11,4.03,12,0.2999999999999998
060372288001,6.73,18,3.46,10,3.2700000000000005
060372288002,2.83,9,3.74,14,0.9100000000000001
060372288003,9.51,12,5.37,18,4.14
060372289001,1.8,8,1.91,10,0.10999999999999988
060372289002,13.15,17,5.4,24,7.75
060372291001,4.51,19,2.82,12,1.69
060372291002,3.13,13,4.07,15,0.9400000000000004
060372292001,8.95,19,8.29,16,0.6600000000000001
060372292002,4.41,17,2.28,8,2.1300000000000003
060372293001,5.47,22,2.65,12,2.82
060372293002,0.4,1,0.0,0,0.4
060372293003,12.51,18,5.87,10,6.64
060372294101,8.77,23,7.38,14,1.3899999999999997
060372294102,4.84,11,8.82,14,3.9800000000000004
060372294201,5.83,20,2.9,10,2.93
060372294202,11.24,37,4.09,23,7.15
060372311001,3.26,8,4.05,16,0.79
060372311002,9.44,53,11.8,56,2.360000000000001
060372312101,1.23,3,0.32,1,0.9099999999999999
060372312102,1.32,4,0.8,2,0.52
060372312201,25.12,16,20.12,14,5.0
060372312202,47.53,22,3.71,12,43.82
060372313011,1.25,4,1.48,5,0.22999999999999998
060372313021,11.16,12,10.03,11,1.1300000000000008
060372313022,4.3,11,5.98,13,1.6800000000000006
060372313023,5.52,9,4.32,7,1.1999999999999993
060372314001,6.7,17,5.2,12,1.5
060372314002,5.94,11,6.77,14,0.8299999999999992
060372314003,0.0,0,0.0,0,0.0
060372315001,5.84,11,9.2,17,3.3599999999999994
060372315002,5.04,22,3.83,17,1.21
060372315003,3.49,13,6.15,14,2.66
060372316011,5.1,12,4.22,10,0.8799999999999999
060372316012,0.76,1,1.98,5,1.22
060372316021,1.94,3,2.82,5,0.8799999999999999
060372316022,0.0,0,0.81,2,0.81
060372316031,7.56,13,7.93,13,0.3700000000000001
060372316032,16.62,15,11.6,12,5.020000000000001
060372317101,14.29,12,17.39,15,3.1000000000000014
060372317102,1.64,3,6.07,9,4.430000000000001
060372317103,7.12,14,11.87,20,4.749999999999999
060372317201,3.44,8,7.23,12,3.7900000000000005
060372317202,20.31,24,19.01,20,1.2999999999999972
060372317203,4.25,9,9.15,14,4.9
060372318001,13.94,24,7.39,15,6.55
060372318002,14.28,23,15.76,20,1.4800000000000004
060372318003,15.73,29,8.97,16,6.76
060372318004,13.04,19,10.15,13,2.889999999999999
060372319011,5.66,19,6.99,12,1.33
060372319021,10.37,16,14.63,21,4.260000000000002
060372319022,11.09,24,12.92,28,1.83
060372321101,9.55,24,9.28,22,0.27000000000000135
060372321102,6.93,26,8.97,34,2.040000000000001
060372321201,5.76,10,5.54,10,0.21999999999999975
060372321202,7.98,11,6.5,8,1.4800000000000004
060372321203,9.05,21,8.17,18,0.8800000000000008
060372322001,6.35,13,9.51,21,3.16
060372322002,4.5,14,2.3,8,2.2
060372322003,5.15,14,4.01,10,1.1400000000000006
060372323001,2.9,13,6.41,28,3.5100000000000002
060372323002,0.27,1,0.78,3,0.51
060372323003,1.91,6,2.93,9,1.0200000000000002
060372324011,13.3,35,9.06,23,4.24
060372324012,4.17,13,3.32,10,0.8500000000000001
060372324013,5.68,13,5.68,13,0.0
060372324021,6.72,16,5.14,15,1.58
060372324022,1.87,11,2.13,12,0.2599999999999998
060372325001,11.13,41,5.88,26,5.250000000000001
060372325002,11.78,32,7.49,15,4.289999999999999
060372325003,4.49,8,4.45,10,0.040000000000000036
060372325004,4.68,9,4.94,11,0.2600000000000007
060372326011,2.66,11,3.28,10,0.6199999999999997
060372326021,6.19,25,7.14,25,0.9499999999999993
060372326022,2.12,9,2.15,9,0.029999999999999805
060372327011,9.69,34,10.55,30,0.8600000000000012
060372327021,14.08,55,8.4,33,5.68
060372327022,9.33,22,3.46,4,5.87
060372328001,11.66,30,9.04,22,2.620000000000001
060372328002,11.7,51,8.96,37,2.7399999999999984
060372340011,2.33,7,2.72,7,0.3900000000000001
060372340012,0.0,0,0.0,0,0.0
060372340013,4.66,23,4.12,23,0.54
060372340021,1.92,8,2.1,9,0.18000000000000016
060372340022,5.79,21,5.51,21,0.28000000000000025
060372342001,0.21,1,0.0,0,0.21
060372342002,0.91,3,2.39,2,1.48
060372342003,13.43,21,17.75,26,4.32
060372343011,23.69,67,20.31,72,3.3800000000000026
060372343012,2.23,8,3.48,15,1.25
060372343021,2.3,11,2.04,10,0.2599999999999998
060372343022,4.96,14,5.52,16,0.5599999999999996
060372345011,1.03,4,1.61,5,0.5800000000000001
060372345012,4.32,21,4.23,22,0.08999999999999986
060372345021,5.3,16,4.22,14,1.08
060372345022,4.76,11,3.56,8,1.1999999999999997
060372345023,12.98,51,14.6,58,1.6199999999999992
060372346001,5.14,41,4.88,37,0.2599999999999998
060372346002,6.31,18,4.88,16,1.4299999999999997
060372346003,1.93,5,2.05,6,0.11999999999999988
060372346004,7.94,47,9.4,49,1.46
060372347001,6.24,18,4.36,13,1.88
060372347002,4.84,11,3.06,7,1.7799999999999998
060372347003,18.1,23,18.03,22,0.07000000000000028
060372347004,4.67,18,9.09,32,4.42
060372348001,0.0,0,0.46,1,0.46
060372348002,0.94,3,2.48,4,1.54
060372348003,1.46,2,2.45,7,0.9900000000000002
060372348004,0.3,1,1.05,4,0.75
060372349011,7.48,11,5.36,14,2.12
060372349012,15.04,23,6.64,12,8.399999999999999
060372349021,12.52,14,4.72,7,7.8
060372349022,3.96,7,4.62,11,0.6600000000000001
060372349023,0.46,1,5.76,8,5.3
060372351001,0.78,9,1.19,8,0.4099999999999999
060372351002,0.32,2,0.15,1,0.17
060372351003,2.33,13,2.52,13,0.18999999999999995
060372351004,0.17,2,0.01,1,0.16
060372352011,3.86,15,5.29,18,1.4300000000000002
060372352012,3.01,17,4.62,23,1.6100000000000003
060372352013,5.34,21,5.73,26,0.39000000000000057
060372352021,13.03,34,12.61,40,0.41999999999999993
060372352022,5.91,20,6.02,23,0.10999999999999943
060372352023,4.16,8,3.71,13,0.4500000000000002
060372360011,100.0,114,5.34,1,94.66
060372360012,0.07,1,0.01,1,0.060000000000000005
060372360013,0.43,2,0.15,1,0.28
060372360014,100.0,46,13.89,9,86.11
060372361011,6.6,18,13.15,17,6.550000000000001
060372361012,33.11,23,32.6,26,0.509999999999998
060372361021,30.79,17,55.15,26,24.36
060372361022,0.38,1,0.0,0,0.38
060372362031,26.95,2,1.45,1,25.5
060372362032,0.0,0,0.0,0,0.0
060372362041,3.61,3,0.49,2,3.12
060372362042,0.0,0,0.0,0,0.0
060372362051,0.3,2,0.0,1,0.3
060372362052,0.0,0,0.0,0,0.0
060372362061,0.0,0,0.0,0,0.0
060372362062,27.85,4,22.32,4,5.530000000000001
060372364001,0.57,2,0.0,0,0.57
060372364002,0.0,0,2.01,2,2.01
060372364003,0.29,1,0.0,0,0.29
060372371011,6.54,11,7.44,13,0.9000000000000004
060372371012,6.21,12,5.9,12,0.3099999999999996
060372371013,1.36,2,4.21,4,2.8499999999999996
060372371014,16.53,25,21.78,34,5.25
060372371021,5.05,14,9.43,34,4.38
060372371022,2.88,7,4.43,10,1.5499999999999998
060372372011,5.89,29,7.07,30,1.1800000000000006
060372372012,2.53,9,1.33,5,1.1999999999999997
060372372013,1.24,2,3.04,6,1.8
060372372021,20.12,15,14.36,12,5.760000000000002
060372372022,21.76,25,32.95,22,11.190000000000001
060372372023,0.0,0,0.0,0,0.0
060372372024,9.63,16,8.13,25,1.5
060372373001,2.17,5,3.13,7,0.96
060372373002,5.96,21,6.25,23,0.29000000000000004
060372373003,9.63,42,9.49,47,0.14000000000000057
060372373004,0.0,0,0.0,0,0.0
060372373005,7.54,22,6.26,16,1.2800000000000002
060372374011,2.73,7,4.81,12,2.0799999999999996
060372374012,6.06,29,3.19,18,2.8699999999999997
060372374013,0.0,0,0.85,4,0.85
060372374021,4.67,20,3.98,13,0.69
060372374022,4.97,14,5.33,15,0.3600000000000003
060372374023,6.71,27,5.84,23,0.8700000000000001
060372375001,5.85,14,3.4,8,2.4499999999999997
060372375002,8.77,35,10.73,40,1.9600000000000009
060372376001,1.45,3,3.14,6,1.6900000000000002
060372376002,4.33,7,6.93,11,2.5999999999999996
060372376003,8.61,23,5.76,18,2.8499999999999996
060372376004,6.33,8,5.77,7,0.5600000000000005
060372377101,11.36,20,10.81,18,0.5499999999999989
060372377102,8.29,32,9.41,34,1.120000000000001
060372377201,2.06,7,1.22,4,0.8400000000000001
060372377202,1.35,3,3.93,8,2.58
060372378001,5.51,21,7.69,31,2.1800000000000006
060372378002,1.26,4,1.37,4,0.1100000000000001
060372378003,0.0,0,0.21,1,0.21
060372378004,4.15,25,3.54,20,0.6100000000000003
060372379001,14.23,66,13.08,56,1.1500000000000004
060372379002,9.05,45,6.02,32,3.030000000000001
060372379003,0.26,1,0.0,0,0.26
060372379004,4.6,27,4.19,25,0.40999999999999925
060372380001,6.9,21,8.29,23,1.3899999999999988
060372380002,0.41,2,0.84,5,0.43
060372380003,1.34,6,3.07,16,1.7299999999999998
060372380004,0.32,1,0.32,1,0.0
060372380005,0.53,3,1.37,4,0.8400000000000001
060372380006,4.66,25,4.86,23,0.20000000000000018
060372381001,9.86,33,4.87,18,4.989999999999999
060372381002,15.06,40,8.89,24,6.17
060372381003,6.05,28,6.72,29,0.6699999999999999
060372381004,0.0,0,0.0,0,0.0
060372382001,2.05,3,12.68,10,10.629999999999999
060372382002,10.2,32,8.59,32,1.6099999999999994
060372382003,10.92,31,11.28,33,0.35999999999999943
060372382004,1.41,5,1.15,4,0.26
060372383101,8.16,20,8.06,17,0.09999999999999964
060372383102,1.99,6,5.23,21,3.24
060372383201,20.12,26,13.7,16,6.420000000000002
060372383202,16.63,36,15.68,26,0.9499999999999993
060372383203,9.36,12,5.52,8,3.84
060372384001,5.19,17,7.78,20,2.59
060372384002,8.41,40,10.43,43,2.0199999999999996
060372384003,8.93,24,13.14,31,4.210000000000001
060372384004,3.91,29,3.55,27,0.3600000000000003
060372392011,17.48,29,10.47,25,7.01
060372392012,13.89,28,11.44,22,2.450000000000001
060372392013,15.14,48,13.57,39,1.5700000000000003
060372392021,8.07,41,7.66,44,0.41000000000000014
060372392022,3.39,7,6.51,15,3.1199999999999997
060372392023,11.61,27,5.75,12,5.859999999999999
060372393101,13.16,46,9.46,30,3.6999999999999993
060372393102,6.64,27,5.12,19,1.5199999999999996
060372393103,17.52,43,12.53,32,4.99
060372393201,3.31,7,4.51,11,1.1999999999999997
060372393202,8.39,32,8.4,31,0.009999999999999787
060372393301,8.06,28,3.27,22,4.790000000000001
060372393302,8.24,25,11.03,31,2.789999999999999
060372395011,6.67,15,6.62,18,0.04999999999999982
060372395012,5.93,14,13.34,22,7.41
060372395013,5.84,11,5.89,11,0.04999999999999982
060372395021,3.32,11,6.02,16,2.6999999999999997
060372395022,1.62,9,1.05,6,0.5700000000000001
060372395023,0.5,1,0.0,0,0.5
060372396011,12.58,35,10.22,26,2.3599999999999994
060372396012,16.73,74,13.65,59,3.08
060372396021,10.24,28,6.67,16,3.5700000000000003
060372396022,10.24,30,7.88,22,2.3600000000000003
060372397011,4.5,16,3.79,12,0.71
060372397012,7.78,29,6.97,27,0.8100000000000005
060372397021,11.42,20,8.7,16,2.7200000000000006
060372397022,16.82,25,16.94,23,0.120000000000001
060372397023,7.84,26,9.52,31,1.6799999999999997
060372398011,6.19,15,4.37,9,1.8200000000000003
060372398012,9.03,17,7.69,13,1.339999999999999
060372398013,3.85,11,4.16,12,0.31000000000000005
060372398021,11.22,36,8.58,26,2.6400000000000006
060372398022,5.84,19,5.88,15,0.040000000000000036
060372398023,8.39,28,6.93,21,1.4600000000000009
060372398024,4.44,6,4.13,5,0.3100000000000005
060372400101,14.29,41,9.65,29,4.639999999999999
060372400102,8.84,35,11.11,44,2.2699999999999996
060372400201,3.69,24,2.71,16,0.98
060372400202,1.99,9,3.48,17,1.49
060372400203,9.63,42,5.26,19,4.370000000000001
060372402001,13.98,39,18.37,33,4.390000000000001
060372402002,7.28,44,7.81,45,0.5299999999999994
060372402003,17.79,71,13.46,54,4.329999999999998
060372403011,7.78,22,3.62,7,4.16
060372403012,9.86,32,7.79,22,2.0699999999999994
060372403021,11.28,37,10.96,37,0.3199999999999985
060372403022,4.54,8,4.68,9,0.13999999999999968
060372404011,3.72,11,4.15,8,0.43000000000000016
060372404012,5.07,29,4.34,23,0.7300000000000004
060372404013,6.04,16,3.74,9,2.3
060372404021,6.74,19,5.24,15,1.5
060372404022,6.43,29,6.96,27,0.5300000000000002
060372404023,3.09,5,3.76,8,0.6699999999999999
060372405001,5.21,28,5.04,21,0.16999999999999993
060372405002,3.44,8,7.55,20,4.109999999999999
060372405003,1.03,2,4.02,12,2.9899999999999993
060372405004,4.56,23,6.36,25,1.8000000000000007
060372406001,5.45,15,5.3,17,0.15000000000000036
060372406002,20.86,32,17.03,21,3.8299999999999983
060372406003,2.85,14,3.79,15,0.94
060372406004,7.22,21,4.52,11,2.7
060372407001,6.06,27,7.11,34,1.0500000000000007
060372407002,0.31,1,0.0,0,0.31
060372407003,0.17,1,0.0,0,0.17
060372407004,5.77,23,2.82,9,2.9499999999999997
060372407005,3.05,4,1.06,2,1.9899999999999998
060372408001,1.83,6,7.46,19,5.63
060372408002,0.77,4,0.28,3,0.49
060372408003,11.91,53,5.62,23,6.29
060372409011,3.69,9,4.41,9,0.7200000000000002
060372409012,8.15,36,6.31,28,1.8400000000000007
060372409021,2.0,15,1.65,12,0.3500000000000001
060372409022,3.57,19,1.74,9,1.8299999999999998
060372410011,1.02,2,1.02,2,0.0
060372410012,5.28,24,1.88,7,3.4000000000000004
060372410013,3.47,16,3.74,13,0.27
060372410021,4.78,8,5.77,12,0.9899999999999993
060372410022,3.3,10,3.36,9,0.06000000000000005
060372410023,1.11,2,0.36,1,0.7500000000000001
060372411101,4.35,20,5.27,23,0.9199999999999999
060372411102,5.19,20,5.57,17,0.3799999999999999
060372411201,4.23,8,5.58,9,1.3499999999999996
060372411202,1.99,7,3.4,15,1.41
060372411203,1.0,3,6.67,21,5.67
060372411204,9.16,19,6.68,11,2.4800000000000004
060372412011,2.28,10,1.49,10,0.7899999999999998
060372412012,0.0,0,3.12,9,3.12
060372412013,0.87,2,4.04,11,3.17
