GEOID,scag_area,lac_com_area,lac_food_area,cbg_area,scag_coverage_pct,lac_com_coverage_pct,lac_food_coverage_pct,scag_area_acres,lac_com_area_acres,lac_food_area_acres,cbg_area_acres
060371033002,23536.192230048873,11483.563153545934,4383.171824148328,3271550.826328589,0.72,0.35,0.13,5.815919759290759,2.8376502536592523,1.0831053456423034,808.417814929146
060371034011,136752.6281698284,29279.676866546593,10987.729413632813,1401642.2242419596,9.76,2.09,0.78,33.79231035054286,7.235165721343332,2.715127068213729,346.3533365017955
060371034021,30321.928378300694,73835.16914635879,53931.99508677834,341481.11322776915,8.88,21.62,15.79,7.492711678740059,18.245067637603665,13.326886219203649,84.38182074798017
060371034022,0.0,0.0,0.0,240195.27810616593,0.0,0.0,0.0,0.0,0.0,0.0,59.353545823036
060371034023,1070.393921182539,0.0,0.0,261553.59503253084,0.41,0.0,0.0,0.2645000982139462,0.0,0.0,64.63130087462201
060371034024,17714.2038341852,20023.80827886681,1083.5605802910354,255888.0149293926,6.92,7.83,0.42,4.377275095833456,4.947990783174767,0.26775365053559935,63.231305542003255
060371041031,694.4673934866664,0.0,0.0,440160.44608776906,0.16,0.0,0.0,0.17160663018403072,0.0,0.0,108.76601493727583
060371041032,1341.2643603748484,0.0,0.0,508948.93266370153,0.26,0.0,0.0,0.33143364141874043,0.0,0.0,125.7640201531706
060371041051,7942.529532090222,7413.790445040551,0.0,230539.3595178238,3.45,3.22,0.0,1.9626417898413806,1.8319875160393708,0.0,56.96751637684782
060371041052,2082.3101837479535,6625.286629380872,2082.308174408707,141090.51370056666,1.48,4.7,1.48,0.5145500522880012,1.6371439798824705,0.5145495557694603,34.86422520937684
060371041053,0.0,8085.932792125097,0.0,213053.80818614247,0.0,3.8,0.0,0.0,1.9980775071159333,0.0,52.64674254486901
060371041081,5818.289677481787,5818.281110072981,0.0,421801.30631211156,1.38,1.38,0.0,1.4377306902406075,1.4377285731877862,0.0,104.22937269960298
060371041082,8511.940801956569,5415.330702586769,3332.847664023145,423007.5902190048,2.01,1.28,0.79,2.103346378893407,1.338157359033556,0.8235645933903901,104.52745194457353
060371041083,37727.93429740635,31977.347616304025,7063.680134404629,251828.28219338242,14.98,12.7,2.8,9.322775596528746,7.901774681034956,1.7454733741740935,62.22812373561672
060371041241,0.0,2260.89391554351,0.0,514147.5123024217,0.0,0.44,0.0,0.0,0.5586790534571722,0.0,127.04861715788398
060371041242,33183.65016573118,6068.146201029903,0.0,1021914.5905325577,3.25,0.59,0.0,8.199858532675968,1.4994715818040243,0.0,252.52059472040972
060371041243,533.0940172769907,2489.0874677069887,533.0947633631896,2944307.8523472548,0.02,0.08,0.02,0.13173040049709442,0.615066908212876,0.1317305848590092,727.5543150110387
060371042011,1496.5256955085063,11838.765204854184,0.0,414059.51972566964,0.36,2.86,0.0,0.36979955286404437,2.925422592045697,0.0,102.31633557192286
060371042012,0.0,0.9707867894599169,0.0,337935.7400187809,0.0,0.0,0.0,0.0,0.00023988663993277748,0.0,83.50573994872967
060371042013,1703.9232132535358,1703.9201654645767,0.0,338101.40754228854,0.5,0.5,0.0,0.42104859560177305,0.4210478424767197,0.0,83.54667728532274
060371042031,38197.88635522074,37566.716167847175,35484.582721015664,353999.62106730795,10.79,10.61,10.02,9.43890327904625,9.282937729124603,8.768431349479759,87.47521140306911
060371042032,4640.453228120261,3235.634934321283,0.0,353990.76318563183,1.31,0.91,0.0,1.146680965115196,0.799542804733947,0.0,87.47302257283854
060371042041,1217.2525153799536,2306.9047425991707,0.0,353699.84351886105,0.34,0.65,0.0,0.30078964715483,0.5700485764283809,0.0,87.40113475760485
060371042042,0.0,2198.421578335301,0.0,2310629.693647953,0.0,0.1,0.0,0.0,0.5432418027401923,0.0,570.9690318782368
060371043101,18670.552856145285,17426.045953266963,5246.593921852369,302796.8247963292,6.17,5.76,1.73,4.613594085720654,4.306069732746385,1.2964615924626406,74.82272489834335
060371043102,16376.12645689521,26300.38816102061,0.0,647429.7752581276,2.53,4.06,0.0,4.046628975085629,6.498967449263517,0.0,159.98338158836074
060371043103,33112.84740123378,35526.390379489305,4999.704770945264,558401.0178765438,5.93,6.36,0.9,8.182362788545909,8.778762246875138,1.2354539546476357,137.98389653403677
060371043211,8000.364861060132,10315.11183571372,3306.3375494201546,176951.63055120685,4.52,5.83,1.87,1.9769332108687692,2.548919645040511,0.8170138014086799,43.72570016859287
060371043212,14033.607041022377,14656.772745771887,2688.16943110097,165849.3552877806,8.46,8.84,1.62,3.467779821232132,3.6217674204215142,0.6642611327205781,40.98226820447046
060371043213,0.0,15258.083251428123,0.0,177057.3736629504,0.0,8.62,0.0,0.0,3.770354482301913,0.0,43.75182986055779
060371043221,7313.06155526745,8186.9163426358855,3416.770526125554,212205.60919310473,3.45,3.86,1.61,1.8070968653072246,2.0230310858868106,0.8443023842440223,52.43714800913435
060371043222,134236.4308812662,115032.20735622091,65477.975996025314,480106.33556040557,27.96,23.96,13.64,33.17054445970606,28.42507747976903,16.17996023619573,118.6368591934569
060371044011,13927.571975384495,14435.068278246177,1515.314729604424,415535.8344138218,3.35,3.47,0.36,3.441577985888787,3.566983053400599,0.37444242430171565,102.68114087610428
060371044012,1967.5210286800318,1967.5220218364752,1967.5220218364752,265581.4815436301,0.74,0.74,0.74,0.4861850343366488,0.4861852797509506,0.4861852797509506,65.62661330745365
060371044031,12442.62022886778,12379.778758696195,6406.866451100788,299732.2821520998,4.15,4.13,2.14,3.0746384181054407,3.059109952646734,1.5831711784084441,74.06545991921865
060371044032,21818.386616336284,26316.038879289317,9857.703259006734,393348.32169312774,5.55,6.69,2.51,5.391440747827872,6.502834825971541,2.435891524206978,97.1984870814496
060371044041,53368.48949863982,37680.073381975286,2862.3472555495973,274050.6986803601,19.47,13.75,1.04,13.187640955887801,9.310948906763786,0.707301410474077,67.71940243875356
060371044042,30439.09581918286,27676.297873780368,0.0,265570.29111005063,11.46,10.42,0.0,7.5216643839147785,6.838962143699395,0.0,65.62384809109521
060371045001,10714.862592409081,15599.732350158474,5645.180193073313,177007.06583607785,6.05,8.81,3.19,2.647700208265506,3.8547778131715895,1.394954405060267,43.739398525807665
060371045002,3647.462882402865,3023.200151125199,1582.051472703214,353997.1128890346,1.03,0.85,0.45,0.9013077069434864,0.7470490265953842,0.3909334326630184,87.47459161872008
060371046101,50480.31810070361,39136.63177004166,1374.625961063457,394656.99462942494,12.79,9.92,0.35,12.473958260858216,9.670872322876127,0.3396774724832543,97.52186720658906
060371046102,16882.473557470446,15043.523995696874,1205.645883630992,197480.22143975637,8.55,7.62,0.61,4.171750068528066,3.7173357355671315,0.2979215859889539,48.798425451091276
060371046201,0.0,0.0,0.0,177107.60033680924,0.0,0.0,0.0,0.0,0.0,0.0,43.764241141961506
060371046202,11835.689362877756,13585.850873609277,696.1024375998868,354064.5024664047,3.34,3.84,0.2,2.924662534940779,3.357136862679242,0.17201065838334367,87.49124394594303
060371047011,5002.079551789366,3460.088182626575,816.955810226165,244179.05772517194,2.05,1.42,0.33,1.2360407757740186,0.8550064102779706,0.20187417712775363,60.3379592054716
060371047012,5918.103812282669,7159.79784238315,0.0,164976.38311616614,3.59,4.34,0.0,1.4623953000963945,1.7692245770698756,0.0,40.76655208299345
060371047013,15521.815586343988,14168.076322934734,1978.4774982157796,141348.71652892506,10.98,10.02,1.4,3.8355241615265236,3.5010079044347004,0.48889243692081313,34.928028517774244
060371047031,102316.79528902055,72203.04436440137,2807.27089567581,873635.9521768775,11.71,8.26,0.32,25.28303073039129,17.841760820756065,0.693691745557642,215.88014522609754
060371047032,3711.6631964412545,15139.254031927325,0.0,294603.556394043,1.26,5.14,0.0,0.9171719500342544,3.7409911426877223,0.0,72.79812418433355
060371047041,0.0,2492.1236678348914,2318.5724268451895,681800.1933744994,0.0,0.37,0.34,0.0,0.615817169603692,0.5729317239948318,168.47649686819278
060371047042,7740.727895700099,1212.5165931991517,0.0,104505.03991004186,7.41,1.16,0.0,1.912775519500501,0.2996193752977441,0.0,25.82375775221223
060371047043,6870.051644948494,5829.338447703788,4387.147043950575,876822.877061872,0.78,0.66,0.5,1.6976267324241243,1.440460900821058,1.0840876438479534,216.6676515155113
060371048211,2082.253776903607,3654.2396221380145,0.0,354454.2794146926,0.59,1.03,0.0,0.5145361138532116,0.9029822758008442,0.0,87.58755992743683
060371048212,12173.832086889242,12173.831529503906,12173.831529503906,177351.14847041483,6.86,6.86,6.86,3.0082194217479836,3.0082192840150674,3.0082192840150674,43.82442319642173
060371048221,96937.39881603298,99786.11441579674,85557.52633462503,604357.234975329,16.04,16.51,14.16,23.95375291287057,24.657685867841657,21.14172518230456,149.33992509101995
060371048231,1185.7149333664693,444.37953587780447,0.0,354277.24023493525,0.33,0.13,0.0,0.29299654092083594,0.10980857472928676,0.0,87.54381259338825
060371048232,0.0,0.0,0.0,177060.5100223901,0.0,0.0,0.0,0.0,0.0,0.0,43.752604871853556
060371048241,16940.952103024094,19063.80862240294,3673.4333642548995,196982.6711405553,8.6,9.68,1.86,4.186200431834745,4.710769701855914,0.9077251527684195,48.675478094608096
060371048242,41013.378113841034,40925.11553705836,0.0,395046.6913354418,10.38,10.36,0.0,10.134626444077778,10.11281628637262,0.0,97.61816335978585
060371060101,6664.44954193222,0.0,0.0,1559648.968714539,0.43,0.0,0.0,1.6468213463278365,0.0,0.0,385.39765336907715
060371060102,1184.673766315324,152670.2592662814,0.0,958159.4270005613,0.12,15.93,0.0,0.2927392629394916,37.7256426546855,0.0,236.76635071533426
060371060201,2752.0202771786708,4108.0782093341,0.0,954339.5523140109,0.29,0.43,0.0,0.6800390203976096,1.0151282330144524,0.0,235.82243912375745
060371060202,0.0,0.0,0.0,581667.9149093616,0.0,0.0,0.0,0.0,0.0,0.0,143.73327200088846
060371060203,0.0,0.0,0.0,481900.96085258626,0.0,0.0,0.0,0.0,0.0,0.0,119.08032076087183
060371061111,18138.983832293798,0.0,0.0,1682183.0626725582,1.08,0.0,0.0,4.482240519305703,0.0,0.0,415.676487399307
060371061112,0.0,0.0,0.0,1104457.1416708033,0.0,0.0,0.0,0.0,0.0,0.0,272.9173033066989
060371061121,3578.0261654622186,2961.848668919488,1549.3763198715294,540136.1135976067,0.66,0.55,0.29,0.8841495205160403,0.7318887451813659,0.38285922655804705,133.47054039472874
060371061122,4473.681424155498,0.0,0.0,453330.7534697973,0.99,0.0,0.0,1.1054707548785156,0.0,0.0,112.02046876695175
060371061123,21112.539451621862,610314.8222728192,0.0,2235007.943122212,0.94,27.31,0.0,5.217022114933598,150.8120769727902,0.0,552.2824903673587
060371061131,49577.87145155722,51306.43299225419,44085.763661750345,958111.7302749534,5.17,5.35,4.6,12.250958837367133,12.678095696270528,10.893829446908114,236.7545645977582
060371061132,1130.0893876808034,14565.023864378181,0.0,485352.7476297441,0.23,3.0,0.0,0.2792511692348602,3.599095778085537,0.0,119.93327584918474
060371061141,28081.665123847684,27082.023234258282,3.4203149074828616,340687.76641361194,8.24,7.95,0.0,6.939130572661575,6.6921136822040275,0.0008451782199513848,84.1857804808321
060371061142,64598.364985932574,66821.35830631961,40884.13744838412,230694.8184965471,28.0,28.97,17.72,15.962603622004044,16.511917234437245,10.102690380138977,57.005931127087734
060371061143,27070.55856522017,7944.5925332485795,785.9485490521205,443034.7492107638,6.11,1.79,0.18,6.68928070078797,1.9631515685295835,0.19421211602708935,109.47627070693571
060371064031,4292.228787210991,5191.359371637989,0.0,266959.2974108241,1.61,1.94,0.0,1.0606328318081204,1.282812837861749,0.0,65.96707902290814
060371064032,0.0,0.0,0.0,218944.7110336196,0.0,0.0,0.0,0.0,0.0,0.0,54.10241634018085
060371064033,4908.981665630595,4908.986690275912,4908.986690275912,619738.6482013464,0.79,0.79,0.79,1.2130357871009687,1.2130370287178667,1.2130370287178667,153.1407550737391
060371064051,17106.208125039506,14652.839201328488,2803.306434182563,531332.7807569876,3.22,2.76,0.53,4.22703608419461,3.6207954204213104,0.6927121057880412,131.29518947496516
060371064052,6762.615703908092,0.0,0.0,531291.1985474088,1.27,0.0,0.0,1.6710787332300518,0.0,0.0,131.28491428720494
060371064053,6071.134659484366,1542.8178456351482,0.0,109110.87304241696,5.56,1.41,0.0,1.5002100459704133,0.3812385922800235,0.0,26.96188390536189
060371064061,8063.361066712355,15175.14466951587,3363.2657424780373,1372589.6369195683,0.59,1.11,0.25,1.9924999122974456,3.7498599123801397,0.8310810642704844,339.1742858288879
060371064062,0.0,0.0,0.0,354518.997989359,0.0,0.0,0.0,0.0,0.0,0.0,87.60355223551778
060371064063,7140.003129380958,2161.0156596051665,0.0,286624.18246463407,2.49,0.75,0.0,1.7643331969624358,0.5339985989232526,0.0,70.8263779456378
060371064071,0.0,0.0,0.0,88640.66621840766,0.0,0.0,0.0,0.0,0.0,0.0,21.9035856394033
060371064072,53396.865496149316,61994.90907107818,11633.957807240902,143495.12744907924,37.21,43.2,8.11,13.194652817576895,15.319275655031003,2.8748135819311695,35.458418206984234
060371064081,17070.60293033738,3591.4821099230267,483.8131183655926,176929.35190709116,9.65,2.03,0.27,4.218237848975528,0.8874745568050293,0.11955282517254856,43.720194995740094
060371064082,11416.537775492223,4956.228846859929,0.0,52142.43973136375,21.89,9.51,0.0,2.821087922047309,1.2247108198418917,0.0,12.884677460447318
060371065101,0.0,5845.358635479637,3587.265484098536,963818.0934179942,0.0,0.61,0.37,0.0,1.4444195754325848,0.8864326058721642,238.16463763900944
060371065102,10370.551606100911,32626.692878013513,0.0,1023812.6121980565,1.01,3.19,0.0,2.56261911065049,8.062231389633576,0.0,252.98960608809577
060371065103,166329.6922962382,20310.151607422285,0.0,3802772.220739489,4.37,0.53,0.0,41.10096206417818,5.018747760608045,0.0,939.6854802385709
060371065201,3479.0729918632437,776.1695464956249,0.0,708648.432823469,0.49,0.11,0.0,0.8596976588064791,0.1917956718699981,0.0,175.1108413189522
060371065202,12211.398072425729,5861.303947176915,1685.9437641296854,1138588.2812079985,1.07,0.51,0.15,3.0175021789341674,1.4483597477621535,0.41660577696745454,281.3512915619466
060371065203,21567.464530093726,0.0,0.0,358644.640103019,6.01,0.0,0.0,5.329436549988368,0.0,0.0,88.62302060381073
060371066031,711.9481621576545,21512.015447800688,0.0,4340362.8218566915,0.02,0.5,0.0,0.1759262221948145,5.315734783356342,0.0,1072.5270108007999
060371066032,0.0,0.0,0.0,5980781.465059311,0.0,0.0,0.0,0.0,0.0,0.0,1477.883285395233
060371066041,18889.51798528804,15703.655648361391,601.1036792941064,543567.4003530036,3.48,2.89,0.11,4.667701547485481,3.880457819417347,0.14853595397328678,134.31842981734434
060371066042,17359.19855839454,33741.585678255826,2743.676341391209,1296367.7169801302,1.34,2.6,0.21,4.289551381736349,8.337727400332449,0.6779771889619113,320.3394392260933
060371066043,23462.733442905454,35587.43033504602,4437.163979914483,780473.6348180758,3.01,4.56,0.57,5.79776769767157,8.793845548377718,1.0964470978891339,192.85923525678572
060371066411,3997.2874691188854,0.0,0.0,1135487.8106650321,0.35,0.0,0.0,0.987751244890542,0.0,0.0,280.58514860569915
060371066421,4443.868729891631,0.0,0.0,687919.4584037807,0.65,0.0,0.0,1.098103877689879,0.0,0.0,169.988600187552
060371066422,1037.1188737869468,0.0,0.0,476110.8356040636,0.22,0.0,0.0,0.2562776549339204,0.0,0.0,117.64954965259298
060371066423,3033.5956539628905,3551.645747156521,1463.952959870765,413562.9471556583,0.73,0.86,0.35,0.7496178112896349,0.8776307771873475,0.36175065459885114,102.19362981758408
060371066431,4313.887462775987,0.0,0.0,1858108.6734302042,0.23,0.0,0.0,1.0659848070956823,0.0,0.0,459.1486525554191
060371066432,8829.535290600745,0.0,0.0,1242620.7664701845,0.71,0.0,0.0,2.1818256861616954,0.0,0.0,307.0582785176363
060371066433,1624.6614241140096,0.0,0.0,1238201.3994538228,0.13,0.0,0.0,0.40146258096068044,0.0,0.0,305.9662291452148
060371066451,0.0,0.0,0.0,603822.8377365719,0.0,0.0,0.0,0.0,0.0,0.0,149.2078726574819
060371066452,1046.5858323375223,0.0,0.0,1924109.8292065915,0.05,0.0,0.0,0.2586169913378942,0.0,0.0,475.4578933308171
060371066461,46352.61850342674,42711.7220420495,26793.15606624045,829371.4282479824,5.59,5.15,3.23,11.45398147729125,10.554296368320175,6.620733050457642,204.94214315518542
060371066462,6713.159087307121,2323.2256417571316,0.0,646842.2056454819,1.04,0.36,0.0,1.6588577371187936,0.574081558440696,0.0,159.83818997508942
060371066481,53192.653374100846,28372.654327962533,0.0,656675.1628665734,8.1,4.32,0.0,13.144190903257888,7.011035570947201,0.0,162.26796662015755
060371066482,10009.151214045718,20419.408708562645,1747.9067622329176,136252.82231828186,7.35,14.99,1.28,2.473315128909308,5.04574577826333,0.431917167250603,33.66880563493694
060371066491,40622.09519908491,34749.797412222586,29455.388732655152,354541.4266346456,11.46,9.8,8.31,10.037938330165384,8.586861945453977,7.278585069046395,87.60909447446711
060371066492,9213.336771829461,0.0,0.0,758131.389642549,1.22,0.0,0.0,2.2766650975883804,0.0,0.0,187.33834623985422
060371070101,2156.7196454554364,2156.717634076156,621.7781246845418,265379.2521187558,0.81,0.81,0.23,0.5329370307079951,0.5329365336853509,0.15364472068811239,65.5766413282762
060371070102,14961.157358919765,73675.80624922217,62524.570163408236,419291.0099378282,3.57,17.57,14.91,3.6969824963661564,18.205688208115006,15.450157761299536,103.60906495644004
060371070201,9043.296822796074,9292.742234080999,0.0,207316.02545433075,4.36,4.48,0.0,2.234647311117828,2.2962866146286234,0.0,51.22890555414896
060371070202,0.0,0.0,0.0,261690.83086918812,0.0,0.0,0.0,0.0,0.0,0.0,64.66521258839018
060371070203,1045.952087100812,1045.9542825242834,0.0,285795.6979988199,0.37,0.37,0.0,0.25846038947942385,0.2584609319803783,0.0,70.62165497567317
060371070204,5620.19205766942,0.0,0.0,239158.4936744775,2.35,0.0,0.0,1.3887797023291348,0.0,0.0,59.09735081054441
060371081011,2545.150551862796,10401.885941354692,0.0,1128631.4764006094,0.23,0.92,0.0,0.6289203980094226,2.5703619935163955,0.0,278.8909115118226
060371081021,71062.20162236501,54096.76282889774,32381.569886035144,497620.2091730308,14.28,10.87,6.51,17.559852439791122,13.367601214973547,8.001660179194388,122.96463161347238
060371081022,1852.5064632400508,0.0,0.0,460060.41146653425,0.4,0.0,0.0,0.45776431626932207,0.0,0.0,113.68340347337899
060371081023,1201.8156006304305,0.0,0.0,1226127.5010927415,0.1,0.0,0.0,0.29697510244697295,0.0,0.0,302.9827038849041
060371081031,1216.1723024708965,0.0,0.0,1344610.3266328052,0.09,0.0,0.0,0.30052272073187164,0.0,0.0,332.2604476872891
060371081032,1060.2468092683146,0.0,0.0,1220318.1317270035,0.09,0.0,0.0,0.26199269225359173,0.0,0.0,301.5471774516997
060371081041,1439.8864160993849,912.0237104150254,0.0,826017.2723854758,0.17,0.11,0.0,0.35580368211962804,0.2253659668692044,0.0,204.1133131912804
060371082021,0.0,145056.06600964637,93761.93530221193,750274.1048808862,0.0,19.33,12.5,0.0,35.84413452543998,23.169078789952756,185.3967688915274
060371082022,2208.010608649807,0.0,0.0,3646817.05904031,0.06,0.0,0.0,0.5456113037339585,0.0,0.0,901.1481205151217
060371082023,997.8019586299399,11854.95215695252,0.0,1582034.7356696893,0.06,0.75,0.0,0.24656223361593602,2.929422475018747,0.0,390.92929685196464
060371082031,0.0,0.0,0.0,862383.3054003816,0.0,0.0,0.0,0.0,0.0,0.0,213.09955565187622
060371082032,0.0,0.0,0.0,509996.1798634597,0.0,0.0,0.0,0.0,0.0,0.0,126.02280057195728
060371082041,144698.53112379625,252729.2355336887,203950.85812303168,1432704.5945026258,10.1,17.64,14.24,35.75578573108417,62.45075415445722,50.39735459704746,354.02901535433176
060371091001,56110.51749350983,123767.28409933447,19921.095299798915,533728.4598497814,10.51,23.19,3.73,13.865210829553801,30.58356195052107,4.922609853300565,131.88717467106287
060371091002,30509.138313318836,66222.09994133092,2057.8427369883916,2172177.7870034166,1.4,3.05,0.09,7.53897226114716,16.363837267559322,0.5085040145229521,536.7568206719823
060371092001,692.2030754301035,0.0,0.0,312678.85093493696,0.22,0.0,0.0,0.17104710500690073,0.0,0.0,77.26462673699253
060371092002,699.3700455573337,0.0,0.0,352774.35054539144,0.2,0.0,0.0,0.17281810189415375,0.0,0.0,87.17244046335045
060371092003,120610.25219409128,49406.20298327392,44160.519224246455,351489.0453726562,34.31,14.06,12.56,29.803442377271942,12.208538635026104,10.912301948695509,86.85483463834
060371093001,7498.943836804241,4641.675809131037,0.0,321984.00362204935,2.33,1.44,0.0,1.8530293773943605,1.1469830714622382,0.0,79.56398004135166
060371093002,2220.87829819675,0.0,0.0,500121.8903534883,0.44,0.0,0.0,0.548790979068057,0.0,0.0,123.58281049587856
060371093003,20185.41015404995,3242.887641025954,1824.1012256526674,410984.40690234787,4.91,0.79,0.44,4.987923476187706,0.8013349875908743,0.45074522919962623,101.55645864466136
060371094001,0.0,9872.235245314481,0.0,525703.6347924174,0.0,1.88,0.0,0.0,2.4394824562270294,0.0,129.90419721405567
060371094002,2674.198173167761,0.0,0.0,364280.3084514231,0.73,0.0,0.0,0.6608087596994162,0.0,0.0,90.01562458086555
060371094003,847.8369327832448,847.5777693601756,0.0,400848.21465984615,0.21,0.21,0.0,0.20950506869735513,0.20944102802083525,0.0,99.05175099395346
060371095001,30267.83155842837,30779.809362044616,1618.8350703093383,417466.00196798885,7.25,7.37,0.39,7.479344063429347,7.605856533894662,0.4000228575812145,103.15809566587228
060371095002,34891.90410708185,15392.022149782297,0.0,501576.1422432136,6.96,3.07,0.0,8.621977274496214,3.8034515048730126,0.0,123.94216396383848
060371095003,18601.915987474466,20293.987913699224,7909.32635880855,275470.1033836923,6.75,7.37,2.87,4.596633546105039,5.01475362490469,1.9544371070416926,68.07014497942676
060371096011,5844.137454580679,3478.8311817916046,0.0,428329.36448893824,1.36,0.81,0.0,1.4441178150607075,0.8596379062364841,0.0,105.84249100562758
060371096012,725.0333724463493,0.0,0.0,284922.5439596831,0.25,0.0,0.0,0.1791596480747805,0.0,0.0,70.40589391375268
060371096013,697.00210547956,0.0,0.0,782755.1138904126,0.09,0.0,0.0,0.1722329711579441,0.0,0.0,193.42300101326487
